Year,Round,Track,Driver,Team,QualifyingPosition,GridPosition,FinishingPosition,AirTemp,TrackTemp,WeatherCategory,NumLaps
2022,16,12,24,0,14.0,9.0,10.0,27.73469387755102,43.13877551020408,0,53
2022,16,12,31,2,11.0,14.0,11.0,27.73469387755102,43.13877551020408,0,53
2022,16,12,47,5,20.0,17.0,12.0,27.73469387755102,43.13877551020408,0,53
2022,16,12,77,0,12.0,15.0,13.0,27.73469387755102,43.13877551020408,0,53
2022,16,12,22,1,15.0,20.0,14.0,27.73469387755102,43.13877551020408,0,53
2022,16,12,6,10,16.0,10.0,15.0,27.73469387755102,43.13877551020408,0,53
2022,16,12,20,5,19.0,16.0,16.0,27.73469387755102,43.13877551020408,0,53
2022,16,12,3,6,8.0,4.0,17.0,27.73469387755102,43.13877551020408,0,53
2022,16,12,18,3,18.0,12.0,18.0,27.73469387755102,43.13877551020408,0,53
2022,16,12,14,2,10.0,6.0,19.0,27.73469387755102,43.13877551020408,0,53
2022,16,12,5,3,17.0,11.0,20.0,27.73469387755102,43.13877551020408,0,53
2022,17,18,11,8,2.0,2.0,1.0,26.23254901960784,28.973333333333333,2,61
